Report Number,Date of Occurrence,city,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Case Closed,Date Case Closed,area_location,latitude,longitude
292,1/13/2020 3:00,Chennai,307,BURGLARY,31,F,Poison,Other Crime,No,,T. Nagar,13.042,80.2337
294,1/13/2020 5:00,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,Yes,7/2/2020 17:00,Adyar,13.0067,80.257
295,1/13/2020 6:00,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,Yes,7/3/2020 15:00,Whitefield,12.9698,77.7499
296,1/13/2020 7:00,Kolkata,262,VANDALISM,62,M,Other,Other Crime,Yes,25-01-2020 17:00,Park Street,22.5531,88.3501
297,1/13/2020 8:00,Delhi,546,TRAFFIC VIOLATION,50,M,Explosives,Traffic Fatality,No,,Saket,28.5206,77.2073
298,1/13/2020 9:00,Kolkata,199,IDENTITY THEFT,32,M,Explosives,Violent Crime,Yes,26-01-2020 06:00,Salt Lake,22.5867,88.417
301,1/13/2020 12:00,Jaipur,390,IDENTITY THEFT,64,M,None,Violent Crime,No,,Vaishali Nagar,26.9196,75.7395
302,1/13/2020 13:00,Chennai,206,ARSON,59,F,None,Fire Accident,Yes,9/4/2020 1:00,T. Nagar,13.042,80.2337
305,1/13/2020 16:00,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,Yes,21-01-2020 22:00,Tadiwala Road,18.5193,73.8794
309,1/13/2020 20:00,Bangalore,577,SEXUAL ASSAULT,26,M,Firearm,Violent Crime,Yes,10/7/2021 12:00,Whitefield,12.9698,77.7499
310,1/13/2020 21:00,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,Yes,30-01-2020 17:00,Satellite,23.03,72.5171
311,1/13/2020 22:00,Delhi,395,DRUG OFFENSE,29,F,None,Other Crime,Yes,4/4/2020 17:00,Rohini,28.7492,77.0574
312,1/13/2020 23:00,Kolkata,276,ARSON,32,F,Firearm,Fire Accident,No,,Salt Lake,22.5867,88.417
313,1/14/2020 0:00,Bangalore,560,DRUG OFFENSE,37,F,Firearm,Other Crime,No,,Whitefield,12.9698,77.7499
314,1/14/2020 1:00,Bangalore,217,ASSAULT,18,F,Firearm,Violent Crime,No,,Indiranagar,12.9716,77.6408
316,1/14/2020 3:00,Delhi,361,BURGLARY,42,M,Other,Other Crime,Yes,1/7/2020 20:00,Saket,28.5206,77.2073
317,1/14/2020 4:00,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,Yes,23-01-2020 13:00,Dadar,19.0184,72.8436
319,1/14/2020 6:00,Lucknow,330,VANDALISM,79,F,Other,Other Crime,No,,Alambagh,26.7923,80.8899
320,1/14/2020 7:00,Bangalore,190,ARSON,41,M,Knife,Fire Accident,No,,Whitefield,12.9698,77.7499
321,1/14/2020 8:00,Pune,446,FRAUD,45,M,Poison,Other Crime,No,,Budhwar Peth,18.5167,73.855
322,1/14/2020 9:00,Kolkata,503,TRAFFIC VIOLATION,62,M,None,Traffic Fatality,Yes,28-01-2020 16:00,Salt Lake,22.5867,88.417
323,1/14/2020 10:00,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,No,,Whitefield,12.9698,77.7499
324,1/14/2020 11:00,Mumbai,526,FRAUD,67,M,Knife,Other Crime,No,,Andheri,19.1197,72.8468
325,1/14/2020 12:00,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,Yes,31-01-2020 07:00,Whitefield,12.9698,77.7499
328,1/14/2020 15:00,Bangalore,506,BURGLARY,68,M,Firearm,Other Crime,No,,Indiranagar,12.9716,77.6408
329,1/14/2020 16:00,Mumbai,187,ARSON,70,M,Knife,Fire Accident,No,,Andheri,19.1197,72.8468
331,1/14/2020 18:00,Delhi,358,ARSON,15,F,Poison,Fire Accident,Yes,25-03-2020 00:00,Rohini,28.7492,77.0574
332,1/14/2020 19:00,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,Other Crime,Yes,10/2/2020 16:00,Rohini,28.7492,77.0574
333,1/14/2020 20:00,Mumbai,534,COUNTERFEITING,70,M,Explosives,Other Crime,Yes,12/3/2020 7:00,Bandra,19.0606,72.8366
334,1/14/2020 21:00,Hyderabad,225,VANDALISM,42,M,None,Other Crime,No,,Gachibowli,17.4448,78.3498
335,1/14/2020 22:00,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,No,,Indiranagar,12.9716,77.6408
336,1/14/2020 23:00,Ahmedabad,359,SHOPLIFTING,40,F,None,Other Crime,Yes,12/2/2020 2:00,Satellite,23.03,72.5171
337,1/15/2020 0:00,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,No,,Dwarka,28.5921,77.046
340,1/15/2020 3:00,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,Yes,7/2/2020 20:00,Maninagar,22.9921,72.6036
341,1/15/2020 4:00,Pune,101,ROBBERY,14,F,Knife,Violent Crime,Yes,13-07-2020 08:00,Yerawada,18.5575,73.899
342,1/15/2020 5:00,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,No,,Saket,28.5206,77.2073
343,1/15/2020 6:00,Pune,390,CYBERCRIME,46,M,Firearm,Other Crime,Yes,30-03-2020 23:00,Kondhwa,18.4575,73.8901
346,1/15/2020 9:00,Delhi,385,BURGLARY,11,M,Firearm,Other Crime,No,,Dwarka,28.5921,77.046
347,1/15/2020 10:00,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,No,,Andheri,19.1197,72.8468
348,1/15/2020 11:00,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,Other Crime,Yes,13-02-2020 06:00,Saket,28.5206,77.2073
349,1/15/2020 12:00,Lucknow,343,TRAFFIC VIOLATION,17,F,None,Traffic Fatality,No,,Alambagh,26.7923,80.8899
350,1/15/2020 13:00,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,Yes,9/2/2020 10:00,Whitefield,12.9698,77.7499
351,1/15/2020 14:00,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,No,,Kalyani Nagar,18.5485,73.9028
352,1/15/2020 15:00,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,Yes,25-02-2020 19:00,Dadar,19.0184,72.8436
353,1/15/2020 16:00,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,Yes,7/3/2020 9:00,Saket,28.5206,77.2073
356,1/15/2020 19:00,Pune,562,BURGLARY,25,F,Poison,Other Crime,No,,Tadiwala Road,18.5193,73.8794
357,1/15/2020 20:00,Delhi,328,CYBERCRIME,44,M,Knife,Other Crime,No,,Saket,28.5206,77.2073
358,1/15/2020 21:00,Lucknow,224,DRUG OFFENSE,12,F,Firearm,Other Crime,No,,Hazratganj,26.8508,80.9462
359,1/15/2020 22:00,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,Yes,4/3/2020 20:00,Alambagh,26.7923,80.8899
360,1/15/2020 23:00,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,Yes,12/4/2020 3:00,Salt Lake,22.5867,88.417
363,1/16/2020 2:00,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,Other Crime,No,,Vaishali Nagar,26.9196,75.7395
365,1/16/2020 4:00,Jaipur,417,IDENTITY THEFT,43,F,None,Violent Crime,No,,Malviya Nagar,26.8497,75.818
368,1/16/2020 7:00,Chennai,392,KIDNAPPING,31,M,None,Other Crime,No,,Velachery,12.9784,80.2209
370,1/16/2020 9:00,Bangalore,213,COUNTERFEITING,28,M,Poison,Other Crime,Yes,29-03-2020 04:00,Whitefield,12.9698,77.7499
372,1/16/2020 11:00,Delhi,286,FIREARM OFFENSE,36,F,Knife,Fire Accident,No,,Dwarka,28.5921,77.046
373,1/16/2020 12:00,Delhi,282,SEXUAL ASSAULT,24,F,Blunt Object,Violent Crime,No,,Dwarka,28.5921,77.046
375,1/16/2020 14:00,Delhi,510,DRUG OFFENSE,28,F,Other,Other Crime,No,,Saket,28.5206,77.2073
376,1/16/2020 15:00,Lucknow,558,BURGLARY,29,F,Blunt Object,Other Crime,Yes,31-03-2020 11:00,Hazratganj,26.8508,80.9462
378,1/16/2020 17:00,Mumbai,103,BURGLARY,27,F,None,Other Crime,Yes,11/6/2020 19:00,Dadar,19.0184,72.8436
379,1/16/2020 18:00,Delhi,456,DRUG OFFENSE,19,F,Knife,Other Crime,No,,Rohini,28.7492,77.0574
382,1/16/2020 21:00,Mumbai,587,IDENTITY THEFT,63,F,Poison,Violent Crime,Yes,1/4/2020 10:00,Andheri,19.1197,72.8468
385,1/17/2020 0:00,Pune,203,COUNTERFEITING,57,M,Poison,Other Crime,No,,Kasba Peth,18.5196,73.8574
386,1/17/2020 1:00,Mumbai,159,IDENTITY THEFT,45,F,Firearm,Violent Crime,No,,Dadar,19.0184,72.8436
389,1/17/2020 4:00,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,Yes,9/4/2020 20:00,Kasba Peth,18.5196,73.8574
391,1/17/2020 6:00,Delhi,343,COUNTERFEITING,51,F,Firearm,Other Crime,No,,Dwarka,28.5921,77.046
392,1/17/2020 7:00,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,Yes,10/3/2020 12:00,Saket,28.5206,77.2073
393,1/17/2020 8:00,Lucknow,489,VEHICLE - STOLEN,54,M,Poison,Violent Crime,No,,Hazratganj,26.8508,80.9462
394,1/17/2020 9:00,Mumbai,524,CYBERCRIME,56,M,Other,Other Crime,No,,Bandra,19.0606,72.8366
395,1/17/2020 10:00,Ahmedabad,324,SHOPLIFTING,65,F,Other,Other Crime,No,,Satellite,23.03,72.5171
396,1/17/2020 11:00,Delhi,161,DOMESTIC VIOLENCE,35,F,Explosives,Violent Crime,No,,Saket,28.5206,77.2073
397,1/17/2020 12:00,Chennai,248,BURGLARY,69,M,Explosives,Other Crime,No,,T. Nagar,13.042,80.2337
398,1/17/2020 13:00,Jaipur,367,ROBBERY,78,F,Firearm,Violent Crime,Yes,27-02-2020 15:00,Malviya Nagar,26.8497,75.818
400,1/17/2020 15:00,Mumbai,120,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,No,,Bandra,19.0606,72.8366
403,1/17/2020 18:00,Kolkata,505,COUNTERFEITING,52,M,Other,Other Crime,No,,Behala,22.501,88.3141
405,1/17/2020 20:00,Pune,456,IDENTITY THEFT,38,F,None,Violent Crime,Yes,31-03-2020 10:00,Koregaon Park,18.5362,73.8938
407,1/17/2020 22:00,Hyderabad,305,EXTORTION,69,M,Other,Other Crime,No,,Begumpet,17.444,78.4637
410,1/18/2020 1:00,Chennai,505,SHOPLIFTING,49,F,Explosives,Other Crime,Yes,13-04-2020 09:00,Adyar,13.0067,80.257
411,1/18/2020 2:00,Kolkata,500,FIREARM OFFENSE,29,M,Poison,Fire Accident,Yes,8/3/2020 1:00,Park Street,22.5531,88.3501
412,1/18/2020 3:00,Mumbai,129,KIDNAPPING,46,M,Knife,Other Crime,Yes,28-03-2020 14:00,Bandra,19.0606,72.8366
413,1/18/2020 4:00,Bangalore,213,VEHICLE - STOLEN,60,F,Other,Violent Crime,Yes,19-02-2020 02:00,Indiranagar,12.9716,77.6408
414,1/18/2020 5:00,Delhi,267,FRAUD,30,F,None,Other Crime,No,,Rohini,28.7492,77.0574
416,1/18/2020 7:00,Ahmedabad,481,COUNTERFEITING,23,F,Knife,Other Crime,No,,Satellite,23.03,72.5171
418,1/18/2020 9:00,Delhi,342,ROBBERY,36,M,Knife,Violent Crime,Yes,16-07-2020 02:00,Rohini,28.7492,77.0574
420,1/18/2020 11:00,Jaipur,205,ROBBERY,12,F,None,Violent Crime,Yes,16-03-2020 20:00,Mansarovar,26.8554,75.7705
422,1/18/2020 13:00,Chennai,367,BURGLARY,33,F,Other,Other Crime,No,,Adyar,13.0067,80.257
423,1/18/2020 14:00,Hyderabad,163,KIDNAPPING,28,M,None,Other Crime,Yes,6/4/2020 21:00,Begumpet,17.444,78.4637
424,1/18/2020 15:00,Mumbai,342,TRAFFIC VIOLATION,40,F,Knife,Traffic Fatality,No,,Bandra,19.0606,72.8366
425,1/18/2020 16:00,Lucknow,539,ILLEGAL POSSESSION,45,M,None,Other Crime,Yes,16-03-2020 03:00,Hazratganj,26.8508,80.9462
426,1/18/2020 17:00,Kolkata,176,CYBERCRIME,73,F,Blunt Object,Other Crime,No,,Salt Lake,22.5867,88.417
427,1/18/2020 18:00,Hyderabad,566,EXTORTION,29,F,Explosives,Other Crime,Yes,8/4/2020 11:00,Gachibowli,17.4448,78.3498
428,1/18/2020 19:00,Bangalore,250,FIREARM OFFENSE,33,F,Poison,Fire Accident,Yes,23-03-2020 00:00,Koramangala,12.9352,77.6142
429,1/18/2020 20:00,Hyderabad,557,ILLEGAL POSSESSION,16,M,Other,Other Crime,No,,Gachibowli,17.4448,78.3498
430,1/18/2020 21:00,Delhi,471,BURGLARY,46,F,Blunt Object,Other Crime,Yes,17-03-2020 18:00,Saket,28.5206,77.2073
431,1/18/2020 22:00,Jaipur,232,IDENTITY THEFT,14,F,Other,Violent Crime,Yes,4/2/2020 22:00,Mansarovar,26.8554,75.7705
432,1/18/2020 23:00,Mumbai,456,ILLEGAL POSSESSION,76,F,Firearm,Other Crime,No,,Bandra,19.0606,72.8366
434,1/19/2020 1:00,Jaipur,598,SEXUAL ASSAULT,45,M,Poison,Violent Crime,No,,Mansarovar,26.8554,75.7705
435,1/19/2020 2:00,Jaipur,368,FRAUD,13,F,Poison,Other Crime,Yes,12/2/2020 9:00,Mansarovar,26.8554,75.7705
436,1/19/2020 3:00,Delhi,523,BURGLARY,53,F,Knife,Other Crime,Yes,2/6/2020 17:00,Dwarka,28.5921,77.046
438,1/19/2020 5:00,Delhi,300,PUBLIC INTOXICATION,18,F,Other,Other Crime,Yes,29-01-2020 17:00,Rohini,28.7492,77.0574
439,1/19/2020 6:00,Delhi,298,BURGLARY,18,F,None,Other Crime,No,,Saket,28.5206,77.2073
441,1/19/2020 8:00,Mumbai,357,VANDALISM,28,M,Blunt Object,Other Crime,No,,Andheri,19.1197,72.8468
442,1/19/2020 9:00,Delhi,196,FIREARM OFFENSE,79,F,None,Fire Accident,No,,Rohini,28.7492,77.0574
443,1/19/2020 10:00,Jaipur,588,SEXUAL ASSAULT,78,F,None,Violent Crime,Yes,25-08-2021 17:00,Mansarovar,26.8554,75.7705
445,1/19/2020 12:00,Hyderabad,242,ILLEGAL POSSESSION,31,F,None,Other Crime,Yes,9/3/2020 5:00,Banjara Hills,17.4123,78.4296
448,1/19/2020 15:00,Chennai,571,VEHICLE - STOLEN,64,F,None,Violent Crime,Yes,12/3/2020 4:00,Velachery,12.9784,80.2209
449,1/19/2020 16:00,Pune,253,COUNTERFEITING,30,F,Explosives,Other Crime,Yes,18-03-2020 17:00,Tadiwala Road,18.5193,73.8794
450,1/19/2020 17:00,Delhi,117,SEXUAL ASSAULT,69,M,None,Violent Crime,No,,Dwarka,28.5921,77.046
451,1/19/2020 18:00,Delhi,118,IDENTITY THEFT,42,F,Poison,Violent Crime,No,,Dwarka,28.5921,77.046
453,1/19/2020 20:00,Kolkata,388,ROBBERY,55,F,None,Violent Crime,Yes,8/3/2020 13:00,Salt Lake,22.5867,88.417
454,1/19/2020 21:00,Mumbai,192,CYBERCRIME,70,F,Knife,Other Crime,Yes,6/2/2020 9:00,Dadar,19.0184,72.8436
455,1/19/2020 22:00,Hyderabad,292,CYBERCRIME,68,F,Poison,Other Crime,Yes,14-03-2020 07:00,Banjara Hills,17.4123,78.4296
456,1/19/2020 23:00,Jaipur,569,BURGLARY,56,F,Blunt Object,Other Crime,No,,Malviya Nagar,26.8497,75.818
457,1/20/2020 0:00,Pune,421,VANDALISM,62,M,Knife,Other Crime,Yes,24-03-2020 23:00,Tadiwala Road,18.5193,73.8794
458,1/20/2020 1:00,Mumbai,283,ARSON,62,M,Poison,Fire Accident,Yes,2/2/2020 0:00,Bandra,19.0606,72.8366
459,1/20/2020 2:00,Pune,398,CYBERCRIME,44,F,Poison,Other Crime,No,,Yerawada,18.5575,73.899
461,1/20/2020 4:00,Kolkata,281,FRAUD,27,M,Blunt Object,Other Crime,No,,Park Street,22.5531,88.3501
462,1/20/2020 5:00,Kolkata,561,SHOPLIFTING,73,F,Blunt Object,Other Crime,No,,Park Street,22.5531,88.3501
464,1/20/2020 7:00,Pune,161,DOMESTIC VIOLENCE,59,F,Explosives,Violent Crime,Yes,10/3/2020 22:00,Kalyani Nagar,18.5485,73.9028
465,1/20/2020 8:00,Delhi,154,FRAUD,27,F,None,Other Crime,Yes,8/4/2020 0:00,Rohini,28.7492,77.0574
467,1/20/2020 10:00,Chennai,208,FRAUD,39,M,Knife,Other Crime,Yes,27-03-2020 12:00,T. Nagar,13.042,80.2337
468,1/20/2020 11:00,Delhi,354,DRUG OFFENSE,67,F,Blunt Object,Other Crime,Yes,31-03-2020 05:00,Rohini,28.7492,77.0574
471,1/20/2020 14:00,Pune,462,COUNTERFEITING,58,M,None,Other Crime,No,,Kasba Peth,18.5196,73.8574
476,1/20/2020 19:00,Delhi,412,SEXUAL ASSAULT,67,F,Explosives,Violent Crime,No,,Rohini,28.7492,77.0574
477,1/20/2020 20:00,Hyderabad,201,ROBBERY,47,M,Other,Violent Crime,Yes,12/6/2020 3:00,Begumpet,17.444,78.4637
478,1/20/2020 21:00,Mumbai,571,BURGLARY,77,F,Firearm,Other Crime,No,,Bandra,19.0606,72.8366
480,1/20/2020 23:00,Kolkata,471,BURGLARY,54,F,Other,Other Crime,No,,Park Street,22.5531,88.3501
481,1/21/2020 0:00,Bangalore,552,SEXUAL ASSAULT,39,F,None,Violent Crime,Yes,3/12/2020 11:00,Koramangala,12.9352,77.6142
482,1/21/2020 1:00,Ahmedabad,115,HOMICIDE,12,M,Poison,Other Crime,Yes,19-05-2021 03:00,Maninagar,22.9921,72.6036
483,1/21/2020 2:00,Hyderabad,296,VEHICLE - STOLEN,24,F,Explosives,Violent Crime,No,,Begumpet,17.444,78.4637
485,1/21/2020 4:00,Hyderabad,189,TRAFFIC VIOLATION,11,F,None,Traffic Fatality,No,,Banjara Hills,17.4123,78.4296
487,1/21/2020 6:00,Delhi,167,EXTORTION,48,M,Firearm,Other Crime,No,,Dwarka,28.5921,77.046
488,1/21/2020 7:00,Chennai,242,CYBERCRIME,32,F,Poison,Other Crime,Yes,11/4/2020 10:00,T. Nagar,13.042,80.2337
489,1/21/2020 8:00,Delhi,366,IDENTITY THEFT,65,M,Explosives,Violent Crime,No,,Dwarka,28.5921,77.046
490,1/21/2020 9:00,Mumbai,305,COUNTERFEITING,21,F,None,Other Crime,No,,Dadar,19.0184,72.8436
491,1/21/2020 10:00,Chennai,510,SHOPLIFTING,60,M,Other,Other Crime,Yes,30-01-2020 12:00,T. Nagar,13.042,80.2337
492,1/21/2020 11:00,Delhi,528,DRUG OFFENSE,40,F,Blunt Object,Other Crime,No,,Dwarka,28.5921,77.046
493,1/21/2020 12:00,Ahmedabad,283,VANDALISM,54,F,Other,Other Crime,No,,Navrangpura,23.0422,72.5551
494,1/21/2020 13:00,Mumbai,316,VEHICLE - STOLEN,28,F,Firearm,Violent Crime,Yes,30-03-2020 06:00,Dadar,19.0184,72.8436
495,1/21/2020 14:00,Jaipur,288,IDENTITY THEFT,63,F,Firearm,Violent Crime,Yes,7/2/2020 22:00,Vaishali Nagar,26.9196,75.7395
497,1/21/2020 16:00,Kolkata,529,VEHICLE - STOLEN,75,M,Firearm,Violent Crime,Yes,10/3/2020 22:00,Behala,22.501,88.3141
498,1/21/2020 17:00,Mumbai,444,BURGLARY,16,F,Poison,Other Crime,No,,Bandra,19.0606,72.8366
499,1/21/2020 18:00,Bangalore,401,BURGLARY,31,F,Explosives,Other Crime,Yes,13-06-2020 16:00,Whitefield,12.9698,77.7499
500,1/21/2020 19:00,Chennai,580,ARSON,67,F,Knife,Fire Accident,Yes,6/4/2020 2:00,T. Nagar,13.042,80.2337
501,1/21/2020 20:00,Mumbai,408,SHOPLIFTING,18,M,None,Other Crime,Yes,14-04-2020 23:00,Andheri,19.1197,72.8468
502,1/21/2020 21:00,Bangalore,485,IDENTITY THEFT,59,F,Blunt Object,Violent Crime,No,,Indiranagar,12.9716,77.6408
503,1/21/2020 22:00,Bangalore,541,ASSAULT,41,F,Blunt Object,Violent Crime,No,,Koramangala,12.9352,77.6142
504,1/21/2020 23:00,Pune,522,SHOPLIFTING,70,F,Blunt Object,Other Crime,Yes,17-02-2020 01:00,Koregaon Park,18.5362,73.8938
506,1/22/2020 1:00,Kolkata,464,HOMICIDE,16,F,Explosives,Other Crime,Yes,3/10/2020 6:00,Park Street,22.5531,88.3501
507,1/22/2020 2:00,Chennai,402,SEXUAL ASSAULT,32,F,Blunt Object,Violent Crime,No,,Velachery,12.9784,80.2209
508,1/22/2020 3:00,Jaipur,372,COUNTERFEITING,10,F,Poison,Other Crime,No,,Malviya Nagar,26.8497,75.818
509,1/22/2020 4:00,Delhi,508,ARSON,48,M,Other,Fire Accident,No,,Dwarka,28.5921,77.046
510,1/22/2020 5:00,Delhi,210,DRUG OFFENSE,58,M,Firearm,Other Crime,No,,Saket,28.5206,77.2073
513,1/22/2020 8:00,Jaipur,597,EXTORTION,71,F,None,Other Crime,Yes,14-02-2020 06:00,Mansarovar,26.8554,75.7705
515,1/22/2020 10:00,Jaipur,404,COUNTERFEITING,43,F,Other,Other Crime,Yes,31-03-2020 13:00,Mansarovar,26.8554,75.7705
516,1/22/2020 11:00,Delhi,454,FRAUD,69,M,Explosives,Other Crime,Yes,7/4/2020 6:00,Saket,28.5206,77.2073
518,1/22/2020 13:00,Bangalore,371,HOMICIDE,19,F,None,Other Crime,No,,Koramangala,12.9352,77.6142
519,1/22/2020 14:00,Delhi,520,FIREARM OFFENSE,26,F,Blunt Object,Fire Accident,No,,Saket,28.5206,77.2073
520,1/22/2020 15:00,Chennai,128,SEXUAL ASSAULT,66,F,Blunt Object,Violent Crime,No,,Adyar,13.0067,80.257
521,1/22/2020 16:00,Mumbai,259,ROBBERY,73,F,Firearm,Violent Crime,Yes,23-04-2020 21:00,Andheri,19.1197,72.8468
524,1/22/2020 19:00,Delhi,336,VEHICLE - STOLEN,34,F,Other,Violent Crime,Yes,7/3/2020 13:00,Rohini,28.7492,77.0574
525,1/22/2020 20:00,Delhi,369,SHOPLIFTING,47,F,Knife,Other Crime,No,,Rohini,28.7492,77.0574
526,1/22/2020 21:00,Hyderabad,460,HOMICIDE,11,F,Explosives,Other Crime,Yes,5/9/2020 4:00,Begumpet,17.444,78.4637
527,1/22/2020 22:00,Lucknow,252,VANDALISM,14,F,Blunt Object,Other Crime,No,,Hazratganj,26.8508,80.9462
529,1/23/2020 0:00,Hyderabad,407,VANDALISM,43,F,Other,Other Crime,No,,Gachibowli,17.4448,78.3498
530,1/23/2020 1:00,Bangalore,423,KIDNAPPING,22,F,Poison,Other Crime,No,,Koramangala,12.9352,77.6142
531,1/23/2020 2:00,Ahmedabad,395,FIREARM OFFENSE,13,M,Explosives,Fire Accident,Yes,20-03-2020 16:00,Satellite,23.03,72.5171
534,1/23/2020 5:00,Delhi,129,COUNTERFEITING,74,M,Other,Other Crime,Yes,1/3/2020 17:00,Saket,28.5206,77.2073
535,1/23/2020 6:00,Chennai,203,VEHICLE - STOLEN,47,F,Poison,Violent Crime,No,,Velachery,12.9784,80.2209
536,1/23/2020 7:00,Pune,564,EXTORTION,68,F,Knife,Other Crime,Yes,9/3/2020 17:00,Yerawada,18.5575,73.899
537,1/23/2020 8:00,Kolkata,265,SEXUAL ASSAULT,26,M,Poison,Violent Crime,Yes,15-02-2021 06:00,Salt Lake,22.5867,88.417
538,1/23/2020 9:00,Pune,336,IDENTITY THEFT,34,M,Blunt Object,Violent Crime,No,,Kondhwa,18.4575,73.8901
539,1/23/2020 10:00,Mumbai,273,ILLEGAL POSSESSION,52,M,Other,Other Crime,No,,Dadar,19.0184,72.8436
541,1/23/2020 12:00,Mumbai,398,COUNTERFEITING,29,M,Firearm,Other Crime,Yes,19-02-2020 07:00,Dadar,19.0184,72.8436
542,1/23/2020 13:00,Delhi,186,CYBERCRIME,11,M,Blunt Object,Other Crime,No,,Dwarka,28.5921,77.046
543,1/23/2020 14:00,Ahmedabad,337,KIDNAPPING,78,F,Firearm,Other Crime,No,,Satellite,23.03,72.5171
544,1/23/2020 15:00,Jaipur,195,PUBLIC INTOXICATION,24,F,Other,Other Crime,Yes,1/2/2020 3:00,Vaishali Nagar,26.9196,75.7395
546,1/23/2020 17:00,Kolkata,181,BURGLARY,14,F,Other,Other Crime,No,,Salt Lake,22.5867,88.417
547,1/23/2020 18:00,Mumbai,536,ILLEGAL POSSESSION,64,M,Blunt Object,Other Crime,Yes,22-03-2020 13:00,Dadar,19.0184,72.8436
548,1/23/2020 19:00,Chennai,384,ASSAULT,73,F,Knife,Violent Crime,No,,T. Nagar,13.042,80.2337
550,1/23/2020 21:00,Mumbai,418,FIREARM OFFENSE,30,M,Firearm,Fire Accident,Yes,25-02-2020 04:00,Bandra,19.0606,72.8366
551,1/23/2020 22:00,Mumbai,262,ILLEGAL POSSESSION,61,F,Knife,Other Crime,No,,Bandra,19.0606,72.8366
553,1/24/2020 0:00,Mumbai,377,ROBBERY,79,F,Knife,Violent Crime,Yes,12/5/2020 23:00,Bandra,19.0606,72.8366
554,1/24/2020 1:00,Pune,351,TRAFFIC VIOLATION,36,M,Knife,Traffic Fatality,No,,Kalyani Nagar,18.5485,73.9028
556,1/24/2020 3:00,Hyderabad,316,KIDNAPPING,37,M,Knife,Other Crime,No,,Banjara Hills,17.4123,78.4296
559,1/24/2020 6:00,Bangalore,290,ROBBERY,53,F,Knife,Violent Crime,No,,Indiranagar,12.9716,77.6408
561,1/24/2020 8:00,Chennai,212,VANDALISM,75,M,Explosives,Other Crime,No,,Velachery,12.9784,80.2209
562,1/24/2020 9:00,Kolkata,342,VANDALISM,20,M,Poison,Other Crime,No,,Salt Lake,22.5867,88.417
563,1/24/2020 10:00,Jaipur,293,SHOPLIFTING,61,F,Knife,Other Crime,Yes,3/4/2020 23:00,Malviya Nagar,26.8497,75.818
564,1/24/2020 11:00,Mumbai,341,PUBLIC INTOXICATION,27,M,Knife,Other Crime,No,,Andheri,19.1197,72.8468
565,1/24/2020 12:00,Pune,458,VANDALISM,63,F,Other,Other Crime,No,,Yerawada,18.5575,73.899
566,1/24/2020 13:00,Chennai,514,KIDNAPPING,48,M,Other,Other Crime,No,,T. Nagar,13.042,80.2337
567,1/24/2020 14:00,Hyderabad,306,VEHICLE - STOLEN,30,F,None,Violent Crime,No,,Banjara Hills,17.4123,78.4296
568,1/24/2020 15:00,Kolkata,176,SEXUAL ASSAULT,73,F,Firearm,Violent Crime,Yes,26-04-2021 18:00,Salt Lake,22.5867,88.417
569,1/24/2020 16:00,Mumbai,474,FIREARM OFFENSE,67,F,Other,Fire Accident,No,,Andheri,19.1197,72.8468
572,1/24/2020 19:00,Bangalore,264,ARSON,75,F,None,Fire Accident,No,,Indiranagar,12.9716,77.6408
574,1/24/2020 21:00,Delhi,280,DRUG OFFENSE,31,F,None,Other Crime,Yes,23-04-2020 00:00,Saket,28.5206,77.2073
575,1/24/2020 22:00,Ahmedabad,589,IDENTITY THEFT,13,F,None,Violent Crime,Yes,3/2/2020 15:00,Navrangpura,23.0422,72.5551
577,1/25/2020 0:00,Hyderabad,224,VEHICLE - STOLEN,51,F,Other,Violent Crime,No,,Banjara Hills,17.4123,78.4296
578,1/25/2020 1:00,Mumbai,333,IDENTITY THEFT,27,F,Firearm,Violent Crime,No,,Dadar,19.0184,72.8436
