city,area,latitude,longitude,risk_level,crime_description
Bangalore,Whitefield,12.9698,77.7499,Medium,ASSAULT
Bangalore,Koramangala,12.9352,77.6142,Low,ROBBERY
Kolkata,Salt Lake,22.5867,88.417,Low,FRAUD
Delhi,Rohini,28.7492,77.0574,Low,TRAFFIC VIOLATION
Pune,Budhwar Peth,18.5167,73.855,Medium,FIREARM OFFENSE
Hyderabad,Begumpet,17.444,78.4637,Medium,DRUG OFFENSE
Ahmedabad,Navrangpura,23.0422,72.5551,Low,ROBBERY
Hyderabad,Begumpet,17.444,78.4637,Low,TRAFFIC VIOLATION
Delhi,Dwarka,28.5921,77.046,Low,IDENTITY THEFT
Ahmedabad,Satellite,23.03,72.5171,Medium,ASSAULT
Chennai,Adyar,13.0067,80.257,Medium,ILLEGAL POSSESSION
Delhi,Saket,28.5206,77.2073,Medium,ASSAULT
Mumbai,Andheri,19.1197,72.8468,Low,FRAUD
Mumbai,Andheri,19.1197,72.8468,Low,COUNTERFEITING
Lucknow,Alambagh,26.7923,80.8899,Low,SHOPLIFTING
Delhi,Rohini,28.7492,77.0574,Medium,DRUG OFFENSE
Ahmedabad,Maninagar,22.9921,72.6036,Low,TRAFFIC VIOLATION
Delhi,Dwarka,28.5921,77.046,Low,HOMICIDE
Lucknow,Hazratganj,26.8508,80.9462,Low,CYBERCRIME
Ahmedabad,Satellite,23.03,72.5171,High,SEXUAL ASSAULT
Delhi,Dwarka,28.5921,77.046,Medium,DRUG OFFENSE
Mumbai,Andheri,19.1197,72.8468,Low,SHOPLIFTING
Hyderabad,Banjara Hills,17.4123,78.4296,Low,VEHICLE - STOLEN
Mumbai,Bandra,19.0606,72.8366,Low,VEHICLE - STOLEN
Bangalore,Whitefield,12.9698,77.7499,Low,COUNTERFEITING
Chennai,Adyar,13.0067,80.257,Low,VEHICLE - STOLEN
Delhi,Rohini,28.7492,77.0574,Low,BURGLARY
Delhi,Dwarka,28.5921,77.046,Low,SHOPLIFTING
Delhi,Dwarka,28.5921,77.046,Low,TRAFFIC VIOLATION
Pune,Hadapsar,18.4967,73.9347,Low,ARSON
Mumbai,Dadar,19.0184,72.8436,Low,TRAFFIC VIOLATION
Delhi,Rohini,28.7492,77.0574,High,KIDNAPPING
Mumbai,Dadar,19.0184,72.8436,Low,CYBERCRIME
Hyderabad,Gachibowli,17.4448,78.3498,Low,ARSON
Delhi,Saket,28.5206,77.2073,Medium,FIREARM OFFENSE
Delhi,Rohini,28.7492,77.0574,Medium,ILLEGAL POSSESSION
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,EXTORTION
Hyderabad,Gachibowli,17.4448,78.3498,Medium,ILLEGAL POSSESSION
Mumbai,Andheri,19.1197,72.8468,Low,COUNTERFEITING
Kolkata,Salt Lake,22.5867,88.417,Low,BURGLARY
Bangalore,Koramangala,12.9352,77.6142,Low,DOMESTIC VIOLENCE
Mumbai,Andheri,19.1197,72.8468,Medium,FIREARM OFFENSE
Hyderabad,Begumpet,17.444,78.4637,Low,SHOPLIFTING
Lucknow,Gomti Nagar,26.8467,81.0,Low,COUNTERFEITING
Kolkata,Park Street,22.5531,88.3501,High,DOMESTIC VIOLENCE
Bangalore,Koramangala,12.9352,77.6142,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,High,KIDNAPPING
Bangalore,Indiranagar,12.9716,77.6408,Low,SHOPLIFTING
Chennai,Adyar,13.0067,80.257,Low,BURGLARY
Delhi,Rohini,28.7492,77.0574,Low,COUNTERFEITING
Pune,Kasba Peth,18.5196,73.8574,High,HOMICIDE
Kolkata,Park Street,22.5531,88.3501,Low,VEHICLE - STOLEN
Bangalore,Indiranagar,12.9716,77.6408,Low,FRAUD
Kolkata,Park Street,22.5531,88.3501,Medium,EXTORTION
Kolkata,Behala,22.501,88.3141,High,SEXUAL ASSAULT
Pune,Yerawada,18.5575,73.899,Medium,ASSAULT
Hyderabad,Begumpet,17.444,78.4637,High,HOMICIDE
Delhi,Rohini,28.7492,77.0574,Medium,DRUG OFFENSE
Mumbai,Dadar,19.0184,72.8436,Medium,EXTORTION
Pune,Kothrud,18.5096,73.8077,Low,TRAFFIC VIOLATION
Bangalore,Koramangala,12.9352,77.6142,High,KIDNAPPING
Mumbai,Dadar,19.0184,72.8436,Medium,DRUG OFFENSE
Mumbai,Bandra,19.0606,72.8366,Medium,PUBLIC INTOXICATION
Mumbai,Bandra,19.0606,72.8366,Medium,PUBLIC INTOXICATION
Bangalore,Whitefield,12.9698,77.7499,Low,VANDALISM
Kolkata,Behala,22.501,88.3141,Low,VEHICLE - STOLEN
Jaipur,Malviya Nagar,26.8497,75.818,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,Medium,DRUG OFFENSE
Delhi,Rohini,28.7492,77.0574,Medium,EXTORTION
Chennai,Velachery,12.9784,80.2209,Low,DOMESTIC VIOLENCE
Pune,Kondhwa,18.4575,73.8901,Low,BURGLARY
Bangalore,Whitefield,12.9698,77.7499,Low,VEHICLE - STOLEN
Pune,Tadiwala Road,18.5193,73.8794,Medium,DRUG OFFENSE
Delhi,Dwarka,28.5921,77.046,Low,SHOPLIFTING
Lucknow,Hazratganj,26.8508,80.9462,Low,VEHICLE - STOLEN
Bangalore,Koramangala,12.9352,77.6142,High,HOMICIDE
Hyderabad,Begumpet,17.444,78.4637,Low,DOMESTIC VIOLENCE
Ahmedabad,Navrangpura,23.0422,72.5551,Low,FRAUD
Bangalore,Koramangala,12.9352,77.6142,Low,PUBLIC INTOXICATION
Ahmedabad,Satellite,23.03,72.5171,Low,FRAUD
Delhi,Saket,28.5206,77.2073,Low,IDENTITY THEFT
Bangalore,Koramangala,12.9352,77.6142,High,KIDNAPPING
Jaipur,Malviya Nagar,26.8497,75.818,Medium,ILLEGAL POSSESSION
Jaipur,Vaishali Nagar,26.9196,75.7395,Medium,FIREARM OFFENSE
Hyderabad,Gachibowli,17.4448,78.3498,Medium,PUBLIC INTOXICATION
Chennai,Velachery,12.9784,80.2209,Low,SHOPLIFTING
Mumbai,Bandra,19.0606,72.8366,High,KIDNAPPING
Mumbai,Dadar,19.0184,72.8436,Medium,ASSAULT
Mumbai,Andheri,19.1197,72.8468,Low,TRAFFIC VIOLATION
Ahmedabad,Maninagar,22.9921,72.6036,Low,BURGLARY
Mumbai,Dadar,19.0184,72.8436,Low,CYBERCRIME
Kolkata,Salt Lake,22.5867,88.417,Medium,EXTORTION
Jaipur,Mansarovar,26.8554,75.7705,Medium,EXTORTION
Ahmedabad,Satellite,23.03,72.5171,High,SEXUAL ASSAULT
Bangalore,Koramangala,12.9352,77.6142,Low,FRAUD
Bangalore,Koramangala,12.9352,77.6142,Low,ARSON
Bangalore,Indiranagar,12.9716,77.6408,Medium,EXTORTION
Pune,Kondhwa,18.4575,73.8901,High,DOMESTIC VIOLENCE
Hyderabad,Banjara Hills,17.4123,78.4296,Low,FRAUD
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,ROBBERY
Delhi,Rohini,28.7492,77.0574,High,SEXUAL ASSAULT
Pune,Kasba Peth,18.5196,73.8574,Medium,FIREARM OFFENSE
Delhi,Saket,28.5206,77.2073,Medium,DRUG OFFENSE
Bangalore,Indiranagar,12.9716,77.6408,Medium,FIREARM OFFENSE
Delhi,Rohini,28.7492,77.0574,Low,ILLEGAL POSSESSION
Pune,Yerawada,18.5575,73.899,Low,PUBLIC INTOXICATION
Pune,Yerawada,18.5575,73.899,High,KIDNAPPING
Mumbai,Andheri,19.1197,72.8468,High,KIDNAPPING
Delhi,Rohini,28.7492,77.0574,Low,IDENTITY THEFT
Bangalore,Indiranagar,12.9716,77.6408,Low,CYBERCRIME
Chennai,T. Nagar,13.042,80.2337,Low,HOMICIDE
Ahmedabad,Satellite,23.03,72.5171,Low,COUNTERFEITING
Mumbai,Dadar,19.0184,72.8436,Medium,EXTORTION
Chennai,T. Nagar,13.042,80.2337,Low,FIREARM OFFENSE
Lucknow,Hazratganj,26.8508,80.9462,High,SEXUAL ASSAULT
Ahmedabad,Navrangpura,23.0422,72.5551,Medium,ASSAULT
Pune,Hadapsar,18.4967,73.9347,Low,VANDALISM
Hyderabad,Banjara Hills,17.4123,78.4296,High,KIDNAPPING
Pune,Kasba Peth,18.5196,73.8574,Low,FRAUD
Kolkata,Behala,22.501,88.3141,Low,SHOPLIFTING
Hyderabad,Gachibowli,17.4448,78.3498,Low,FRAUD
Delhi,Saket,28.5206,77.2073,Medium,DRUG OFFENSE
Bangalore,Indiranagar,12.9716,77.6408,Medium,ASSAULT
Lucknow,Hazratganj,26.8508,80.9462,Medium,DOMESTIC VIOLENCE
Kolkata,Behala,22.501,88.3141,Low,BURGLARY
Ahmedabad,Navrangpura,23.0422,72.5551,Low,SHOPLIFTING
Bangalore,Indiranagar,12.9716,77.6408,High,KIDNAPPING
Kolkata,Salt Lake,22.5867,88.417,High,KIDNAPPING
Hyderabad,Begumpet,17.444,78.4637,Low,COUNTERFEITING
Kolkata,Salt Lake,22.5867,88.417,Low,TRAFFIC VIOLATION
Pune,Tadiwala Road,18.5193,73.8794,Medium,ILLEGAL POSSESSION
Mumbai,Andheri,19.1197,72.8468,Low,ARSON
Mumbai,Dadar,19.0184,72.8436,Low,IDENTITY THEFT
Bangalore,Koramangala,12.9352,77.6142,Low,SHOPLIFTING
Kolkata,Park Street,22.5531,88.3501,High,KIDNAPPING
Pune,Budhwar Peth,18.5167,73.855,Low,VEHICLE - STOLEN
Mumbai,Andheri,19.1197,72.8468,Medium,ASSAULT
Kolkata,Behala,22.501,88.3141,Low,IDENTITY THEFT
Delhi,Dwarka,28.5921,77.046,Medium,ASSAULT
Kolkata,Behala,22.501,88.3141,Medium,ASSAULT
Chennai,Adyar,13.0067,80.257,Low,BURGLARY
Mumbai,Andheri,19.1197,72.8468,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Low,IDENTITY THEFT
Delhi,Saket,28.5206,77.2073,High,SEXUAL ASSAULT
Pune,Kasba Peth,18.5196,73.8574,Low,DOMESTIC VIOLENCE
Delhi,Rohini,28.7492,77.0574,Low,BURGLARY
Mumbai,Dadar,19.0184,72.8436,High,SEXUAL ASSAULT
Mumbai,Andheri,19.1197,72.8468,High,SEXUAL ASSAULT
Kolkata,Behala,22.501,88.3141,Medium,ASSAULT
Delhi,Dwarka,28.5921,77.046,Low,VEHICLE - STOLEN
Pune,Kasba Peth,18.5196,73.8574,Low,IDENTITY THEFT
Jaipur,Malviya Nagar,26.8497,75.818,Medium,DRUG OFFENSE
Kolkata,Behala,22.501,88.3141,Low,TRAFFIC VIOLATION
Mumbai,Andheri,19.1197,72.8468,High,SEXUAL ASSAULT
Lucknow,Gomti Nagar,26.8467,81.0,Low,ROBBERY
Chennai,T. Nagar,13.042,80.2337,Low,FRAUD
Pune,Viman Nagar,18.5679,73.9143,Medium,ILLEGAL POSSESSION
Bangalore,Koramangala,12.9352,77.6142,Low,ARSON
Mumbai,Dadar,19.0184,72.8436,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,High,HOMICIDE
Kolkata,Salt Lake,22.5867,88.417,Low,CYBERCRIME
Kolkata,Behala,22.501,88.3141,Low,VEHICLE - STOLEN
Delhi,Rohini,28.7492,77.0574,Low,IDENTITY THEFT
Lucknow,Gomti Nagar,26.8467,81.0,Medium,EXTORTION
Jaipur,Mansarovar,26.8554,75.7705,Low,ROBBERY
Ahmedabad,Maninagar,22.9921,72.6036,Low,VEHICLE - STOLEN
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,VEHICLE - STOLEN
Delhi,Dwarka,28.5921,77.046,Low,ROBBERY
Mumbai,Andheri,19.1197,72.8468,Low,TRAFFIC VIOLATION
Kolkata,Behala,22.501,88.3141,High,KIDNAPPING
Delhi,Dwarka,28.5921,77.046,Low,HOMICIDE
Mumbai,Andheri,19.1197,72.8468,Low,SHOPLIFTING
Delhi,Saket,28.5206,77.2073,Low,VANDALISM
Pune,Tadiwala Road,18.5193,73.8794,High,HOMICIDE
Delhi,Saket,28.5206,77.2073,Medium,ILLEGAL POSSESSION
Delhi,Dwarka,28.5921,77.046,Low,VANDALISM
Mumbai,Andheri,19.1197,72.8468,Medium,ROBBERY
Delhi,Saket,28.5206,77.2073,Low,FRAUD
Bangalore,Koramangala,12.9352,77.6142,Low,VEHICLE - STOLEN
Delhi,Rohini,28.7492,77.0574,Low,FRAUD
Bangalore,Whitefield,12.9698,77.7499,Low,IDENTITY THEFT
Kolkata,Park Street,22.5531,88.3501,High,SEXUAL ASSAULT
Delhi,Saket,28.5206,77.2073,High,KIDNAPPING
Delhi,Rohini,28.7492,77.0574,Medium,FIREARM OFFENSE
Hyderabad,Gachibowli,17.4448,78.3498,Low,ROBBERY
Bangalore,Indiranagar,12.9716,77.6408,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,Low,BURGLARY
Delhi,Saket,28.5206,77.2073,Low,VEHICLE - STOLEN
Bangalore,Indiranagar,12.9716,77.6408,Low,ROBBERY
Lucknow,Alambagh,26.7923,80.8899,Low,FRAUD
Delhi,Rohini,28.7492,77.0574,Low,BURGLARY
Delhi,Rohini,28.7492,77.0574,Low,PUBLIC INTOXICATION
Bangalore,Koramangala,12.9352,77.6142,Low,ROBBERY
Hyderabad,Gachibowli,17.4448,78.3498,High,KIDNAPPING
Delhi,Dwarka,28.5921,77.046,Low,HOMICIDE
Chennai,Velachery,12.9784,80.2209,Low,CYBERCRIME
Pune,Koregaon Park,18.5362,73.8938,Low,VEHICLE - STOLEN
Chennai,Velachery,12.9784,80.2209,Low,VEHICLE - STOLEN
Mumbai,Andheri,19.1197,72.8468,Medium,EXTORTION
Kolkata,Salt Lake,22.5867,88.417,Low,VANDALISM
Kolkata,Salt Lake,22.5867,88.417,Low,COUNTERFEITING
Delhi,Rohini,28.7492,77.0574,Medium,FIREARM OFFENSE
Kolkata,Behala,22.501,88.3141,Medium,ILLEGAL POSSESSION
Lucknow,Alambagh,26.7923,80.8899,Low,PUBLIC INTOXICATION
Pune,Hadapsar,18.4967,73.9347,Low,DOMESTIC VIOLENCE
Mumbai,Bandra,19.0606,72.8366,Low,COUNTERFEITING
Bangalore,Whitefield,12.9698,77.7499,High,SEXUAL ASSAULT
Kolkata,Salt Lake,22.5867,88.417,High,SEXUAL ASSAULT
Bangalore,Whitefield,12.9698,77.7499,Medium,PUBLIC INTOXICATION
Bangalore,Indiranagar,12.9716,77.6408,Medium,FIREARM OFFENSE
Ahmedabad,Navrangpura,23.0422,72.5551,Low,ARSON
Jaipur,Mansarovar,26.8554,75.7705,Low,CYBERCRIME
Pune,Kasba Peth,18.5196,73.8574,Low,FRAUD
Mumbai,Dadar,19.0184,72.8436,Low,VANDALISM
Chennai,Velachery,12.9784,80.2209,Medium,FIREARM OFFENSE
Mumbai,Andheri,19.1197,72.8468,Medium,PUBLIC INTOXICATION
Chennai,Adyar,13.0067,80.257,Medium,EXTORTION
Pune,Budhwar Peth,18.5167,73.855,Low,VANDALISM
Mumbai,Dadar,19.0184,72.8436,Medium,EXTORTION
Hyderabad,Begumpet,17.444,78.4637,Medium,EXTORTION
Delhi,Rohini,28.7492,77.0574,Low,PUBLIC INTOXICATION
Bangalore,Koramangala,12.9352,77.6142,Low,BURGLARY
Ahmedabad,Navrangpura,23.0422,72.5551,Low,ARSON
Delhi,Rohini,28.7492,77.0574,Low,TRAFFIC VIOLATION
Pune,Koregaon Park,18.5362,73.8938,Low,TRAFFIC VIOLATION
Mumbai,Dadar,19.0184,72.8436,Medium,ILLEGAL POSSESSION
Jaipur,Mansarovar,26.8554,75.7705,Medium,DRUG OFFENSE
Bangalore,Whitefield,12.9698,77.7499,Low,SHOPLIFTING
Bangalore,Indiranagar,12.9716,77.6408,High,SEXUAL ASSAULT
Kolkata,Park Street,22.5531,88.3501,Medium,ILLEGAL POSSESSION
Delhi,Rohini,28.7492,77.0574,Low,IDENTITY THEFT
Mumbai,Andheri,19.1197,72.8468,Low,CYBERCRIME
Pune,Kalyani Nagar,18.5485,73.9028,Low,ROBBERY
Delhi,Rohini,28.7492,77.0574,High,HOMICIDE
Bangalore,Koramangala,12.9352,77.6142,Medium,ILLEGAL POSSESSION
Mumbai,Dadar,19.0184,72.8436,Low,IDENTITY THEFT
Jaipur,Malviya Nagar,26.8497,75.818,Medium,ILLEGAL POSSESSION
Pune,Yerawada,18.5575,73.899,Low,ARSON
Ahmedabad,Satellite,23.03,72.5171,Low,FRAUD
Ahmedabad,Satellite,23.03,72.5171,Low,SHOPLIFTING
Bangalore,Indiranagar,12.9716,77.6408,Low,DOMESTIC VIOLENCE
Mumbai,Dadar,19.0184,72.8436,Low,COUNTERFEITING
Kolkata,Salt Lake,22.5867,88.417,Low,COUNTERFEITING
Mumbai,Bandra,19.0606,72.8366,Low,BURGLARY
Mumbai,Dadar,19.0184,72.8436,Low,HOMICIDE
Pune,Tadiwala Road,18.5193,73.8794,Low,PUBLIC INTOXICATION
Mumbai,Dadar,19.0184,72.8436,Low,HOMICIDE
Hyderabad,Gachibowli,17.4448,78.3498,Low,VEHICLE - STOLEN
Hyderabad,Banjara Hills,17.4123,78.4296,High,SEXUAL ASSAULT
Mumbai,Dadar,19.0184,72.8436,Low,ROBBERY
Mumbai,Andheri,19.1197,72.8468,Low,PUBLIC INTOXICATION
Hyderabad,Banjara Hills,17.4123,78.4296,Low,CYBERCRIME
Bangalore,Indiranagar,12.9716,77.6408,Low,BURGLARY
Delhi,Dwarka,28.5921,77.046,Low,FRAUD
Delhi,Saket,28.5206,77.2073,Low,COUNTERFEITING
Mumbai,Bandra,19.0606,72.8366,Medium,ASSAULT
Mumbai,Andheri,19.1197,72.8468,Low,BURGLARY
Bangalore,Koramangala,12.9352,77.6142,Medium,FIREARM OFFENSE
Delhi,Dwarka,28.5921,77.046,Medium,ILLEGAL POSSESSION
Bangalore,Indiranagar,12.9716,77.6408,Low,VEHICLE - STOLEN
Bangalore,Koramangala,12.9352,77.6142,Medium,DRUG OFFENSE
Mumbai,Dadar,19.0184,72.8436,Medium,ILLEGAL POSSESSION
Chennai,T. Nagar,13.042,80.2337,Low,TRAFFIC VIOLATION
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,DRUG OFFENSE
Pune,Kasba Peth,18.5196,73.8574,Low,FRAUD
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,VANDALISM
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,ILLEGAL POSSESSION
Jaipur,Mansarovar,26.8554,75.7705,Low,FRAUD
Pune,Budhwar Peth,18.5167,73.855,Low,COUNTERFEITING
Pune,Kalyani Nagar,18.5485,73.9028,Medium,FIREARM OFFENSE
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,PUBLIC INTOXICATION
Mumbai,Dadar,19.0184,72.8436,Low,ARSON
Pune,Hadapsar,18.4967,73.9347,Medium,ILLEGAL POSSESSION
Delhi,Rohini,28.7492,77.0574,Low,VANDALISM
Bangalore,Whitefield,12.9698,77.7499,Low,COUNTERFEITING
Pune,Budhwar Peth,18.5167,73.855,Medium,ASSAULT
Kolkata,Park Street,22.5531,88.3501,Medium,FIREARM OFFENSE
Mumbai,Bandra,19.0606,72.8366,Medium,ILLEGAL POSSESSION
Mumbai,Andheri,19.1197,72.8468,Low,ARSON
Kolkata,Salt Lake,22.5867,88.417,Low,SHOPLIFTING
Ahmedabad,Satellite,23.03,72.5171,Low,IDENTITY THEFT
Bangalore,Indiranagar,12.9716,77.6408,Low,IDENTITY THEFT
Delhi,Rohini,28.7492,77.0574,Low,ROBBERY
Mumbai,Bandra,19.0606,72.8366,Low,TRAFFIC VIOLATION
Delhi,Dwarka,28.5921,77.046,Low,FRAUD
Delhi,Dwarka,28.5921,77.046,Low,ROBBERY
Delhi,Rohini,28.7492,77.0574,Medium,FIREARM OFFENSE
Lucknow,Gomti Nagar,26.8467,81.0,High,SEXUAL ASSAULT
Bangalore,Koramangala,12.9352,77.6142,Low,BURGLARY
Pune,Budhwar Peth,18.5167,73.855,Low,IDENTITY THEFT
Ahmedabad,Navrangpura,23.0422,72.5551,High,SHOPLIFTING
Delhi,Dwarka,28.5921,77.046,Low,IDENTITY THEFT
Bangalore,Whitefield,12.9698,77.7499,High,HOMICIDE
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,PUBLIC INTOXICATION
Hyderabad,Begumpet,17.444,78.4637,High,HOMICIDE
Pune,Kalyani Nagar,18.5485,73.9028,Low,VANDALISM
Ahmedabad,Maninagar,22.9921,72.6036,Medium,ASSAULT
Mumbai,Bandra,19.0606,72.8366,Low,VEHICLE - STOLEN
Delhi,Saket,28.5206,77.2073,Low,ARSON
Pune,Kalyani Nagar,18.5485,73.9028,Medium,EXTORTION
Delhi,Dwarka,28.5921,77.046,Medium,ILLEGAL POSSESSION
Bangalore,Whitefield,12.9698,77.7499,Low,IDENTITY THEFT
Bangalore,Indiranagar,12.9716,77.6408,Medium,EXTORTION
Delhi,Saket,28.5206,77.2073,Low,SHOPLIFTING
Chennai,T. Nagar,13.042,80.2337,Low,FRAUD
Chennai,Adyar,13.0067,80.257,Low,SHOPLIFTING
Delhi,Dwarka,28.5921,77.046,Low,ROBBERY
Bangalore,Koramangala,12.9352,77.6142,High,SEXUAL ASSAULT
Pune,Kasba Peth,18.5196,73.8574,Low,ARSON
Ahmedabad,Maninagar,22.9921,72.6036,Medium,ILLEGAL POSSESSION
Hyderabad,Gachibowli,17.4448,78.3498,Low,PUBLIC INTOXICATION
Kolkata,Salt Lake,22.5867,88.417,Medium,ILLEGAL POSSESSION
Bangalore,Indiranagar,12.9716,77.6408,Medium,DRUG OFFENSE
Mumbai,Andheri,19.1197,72.8468,Medium,ASSAULT
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,ILLEGAL POSSESSION
Kolkata,Park Street,22.5531,88.3501,High,SEXUAL ASSAULT
Hyderabad,Begumpet,17.444,78.4637,High,KIDNAPPING
Hyderabad,Gachibowli,17.4448,78.3498,Low,VEHICLE - STOLEN
Hyderabad,Banjara Hills,17.4123,78.4296,Low,BURGLARY
Mumbai,Andheri,19.1197,72.8468,Low,ROBBERY
Hyderabad,Gachibowli,17.4448,78.3498,Medium,EXTORTION
Delhi,Dwarka,28.5921,77.046,Medium,ILLEGAL POSSESSION
Delhi,Saket,28.5206,77.2073,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Low,ARSON
Delhi,Saket,28.5206,77.2073,High,SEXUAL ASSAULT
Hyderabad,Begumpet,17.444,78.4637,High,HOMICIDE
Lucknow,Gomti Nagar,26.8467,81.0,Low,TRAFFIC VIOLATION
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,ARSON
Pune,Yerawada,18.5575,73.899,Low,COUNTERFEITING
Bangalore,Whitefield,12.9698,77.7499,Medium,FIREARM OFFENSE
Delhi,Saket,28.5206,77.2073,Low,VANDALISM
Hyderabad,Begumpet,17.444,78.4637,Medium,ILLEGAL POSSESSION
Bangalore,Indiranagar,12.9716,77.6408,Low,ARSON
Chennai,Adyar,13.0067,80.257,Medium,EXTORTION
Delhi,Dwarka,28.5921,77.046,Medium,ASSAULT
Kolkata,Salt Lake,22.5867,88.417,Medium,PUBLIC INTOXICATION
Delhi,Dwarka,28.5921,77.046,High,KIDNAPPING
Kolkata,Park Street,22.5531,88.3501,High,CYBERCRIME
Bangalore,Koramangala,12.9352,77.6142,High,KIDNAPPING
Bangalore,Koramangala,12.9352,77.6142,Medium,EXTORTION
Delhi,Dwarka,28.5921,77.046,Medium,ROBBERY
Hyderabad,Begumpet,17.444,78.4637,Low,VANDALISM
Mumbai,Andheri,19.1197,72.8468,Low,SHOPLIFTING
Kolkata,Park Street,22.5531,88.3501,Low,PUBLIC INTOXICATION
Delhi,Saket,28.5206,77.2073,Low,COUNTERFEITING
Hyderabad,Gachibowli,17.4448,78.3498,High,KIDNAPPING
Lucknow,Alambagh,26.7923,80.8899,Low,IDENTITY THEFT
Delhi,Saket,28.5206,77.2073,Low,PUBLIC INTOXICATION
Bangalore,Indiranagar,12.9716,77.6408,Medium,DRUG OFFENSE
Pune,Kalyani Nagar,18.5485,73.9028,High,SEXUAL ASSAULT
Ahmedabad,Navrangpura,23.0422,72.5551,Medium,ROBBERY
Mumbai,Andheri,19.1197,72.8468,Medium,FIREARM OFFENSE
Mumbai,Andheri,19.1197,72.8468,Low,IDENTITY THEFT
Hyderabad,Banjara Hills,17.4123,78.4296,Low,VEHICLE - STOLEN
Kolkata,Salt Lake,22.5867,88.417,Low,COUNTERFEITING
Mumbai,Andheri,19.1197,72.8468,Low,ARSON
Hyderabad,Gachibowli,17.4448,78.3498,Low,HOMICIDE
Delhi,Saket,28.5206,77.2073,Low,VANDALISM
Mumbai,Dadar,19.0184,72.8436,High,SEXUAL ASSAULT
Delhi,Dwarka,28.5921,77.046,Low,VEHICLE - STOLEN
Bangalore,Koramangala,12.9352,77.6142,Low,PUBLIC INTOXICATION
Kolkata,Salt Lake,22.5867,88.417,Low,HOMICIDE
Jaipur,Mansarovar,26.8554,75.7705,Medium,ILLEGAL POSSESSION
Kolkata,Park Street,22.5531,88.3501,High,CYBERCRIME
Mumbai,Dadar,19.0184,72.8436,Low,PUBLIC INTOXICATION
Ahmedabad,Maninagar,22.9921,72.6036,Medium,EXTORTION
Mumbai,Bandra,19.0606,72.8366,Low,FRAUD
Chennai,Velachery,12.9784,80.2209,Low,ROBBERY
Delhi,Rohini,28.7492,77.0574,Low,PUBLIC INTOXICATION
Kolkata,Salt Lake,22.5867,88.417,High,ILLEGAL POSSESSION
Mumbai,Dadar,19.0184,72.8436,Medium,EXTORTION
Mumbai,Bandra,19.0606,72.8366,Low,COUNTERFEITING
Chennai,T. Nagar,13.042,80.2337,Low,ARSON
Pune,Kothrud,18.5096,73.8077,Low,SHOPLIFTING
Mumbai,Bandra,19.0606,72.8366,Low,PUBLIC INTOXICATION
Mumbai,Andheri,19.1197,72.8468,Low,DOMESTIC VIOLENCE
Kolkata,Salt Lake,22.5867,88.417,High,HOMICIDE
Lucknow,Hazratganj,26.8508,80.9462,Low,PUBLIC INTOXICATION
Bangalore,Indiranagar,12.9716,77.6408,Medium,DRUG OFFENSE
Mumbai,Andheri,19.1197,72.8468,Low,TRAFFIC VIOLATION
Chennai,Velachery,12.9784,80.2209,Low,PUBLIC INTOXICATION
Delhi,Rohini,28.7492,77.0574,Low,PUBLIC INTOXICATION
Delhi,Rohini,28.7492,77.0574,Low,BURGLARY
Kolkata,Behala,22.501,88.3141,High,SEXUAL ASSAULT
Chennai,Velachery,12.9784,80.2209,Medium,ILLEGAL POSSESSION
Bangalore,Indiranagar,12.9716,77.6408,Medium,ILLEGAL POSSESSION
Delhi,Rohini,28.7492,77.0574,Medium,DRUG OFFENSE
Pune,Kalyani Nagar,18.5485,73.9028,Low,CYBERCRIME
Lucknow,Gomti Nagar,26.8467,81.0,Low,COUNTERFEITING
Pune,Koregaon Park,18.5362,73.8938,Medium,EXTORTION
Ahmedabad,Navrangpura,23.0422,72.5551,Low,CYBERCRIME
Lucknow,Gomti Nagar,26.8467,81.0,Medium,DRUG OFFENSE
Mumbai,Bandra,19.0606,72.8366,Medium,FIREARM OFFENSE
Lucknow,Alambagh,26.7923,80.8899,Low,BURGLARY
Mumbai,Bandra,19.0606,72.8366,High,SEXUAL ASSAULT
Delhi,Saket,28.5206,77.2073,Medium,FIREARM OFFENSE
Mumbai,Dadar,19.0184,72.8436,Medium,EXTORTION
Mumbai,Andheri,19.1197,72.8468,Low,PUBLIC INTOXICATION
Bangalore,Whitefield,12.9698,77.7499,Medium,ILLEGAL POSSESSION
Delhi,Saket,28.5206,77.2073,Medium,ASSAULT
Kolkata,Park Street,22.5531,88.3501,Low,VANDALISM
Ahmedabad,Navrangpura,23.0422,72.5551,Medium,FIREARM OFFENSE
